Index;Date;Time;Temperature(°C);Cardio(BPM);Saturation(%SpO2);Audio(%max);Rotation(rad/s);Acceleration(m/s2)
;;;;;;;;
1;10/04/2023;22:19:38;29.60;0.00;0;0.00;0.06;9.84
;;;;;;;;
2;10/04/2023;22:19:40;29.73;10.86;0;1.83;0.25;9.61
;;;;;;;;
3;10/04/2023;22:19:42;29.83;23.03;0;1.23;1.59;9.55
;;;;;;;;
4;10/04/2023;22:19:44;29.91;0.00;0;1.39;0.13;9.66
;;;;;;;;
5;10/04/2023;22:19:46;29.97;111.82;94;1.39;3.16;7.86
;;;;;;;;
6;10/04/2023;22:19:48;30.04;66.44;94;1.48;0.58;10.24
;;;;;;;;
7;10/04/2023;22:19:50;30.08;79.49;94;1.20;1.17;10.48
;;;;;;;;
8;10/04/2023;22:19:52;30.14;117.48;94;1.17;0.61;8.57
;;;;;;;;
9;10/04/2023;22:19:54;30.20;45.87;0;1.22;0.25;9.19
;;;;;;;;
10;10/04/2023;22:19:56;30.23;64.19;0;1.43;2.46;11.26
;;;;;;;;
11;10/04/2023;22:19:58;30.26;91.10;94;1.38;0.80;10.47
;;;;;;;;
12;10/04/2023;22:20:00;30.31;47.71;94;1.26;0.46;11.45
;;;;;;;;
13;10/04/2023;22:20:02;30.30;35.86;0;0.82;1.44;9.11
;;;;;;;;
14;10/04/2023;22:20:04;30.35;96.38;94;0.59;1.57;10.04
;;;;;;;;
15;10/04/2023;22:20:06;30.37;55.56;94;0.41;4.11;9.97
;;;;;;;;
16;10/04/2023;22:20:08;30.40;77.56;94;0.71;0.64;10.08
;;;;;;;;
17;10/04/2023;22:20:10;30.44;41.09;94;0.57;0.23;9.69
;;;;;;;;
18;10/04/2023;22:20:12;30.48;0.00;0;0.63;0.06;9.70
;;;;;;;;
19;10/04/2023;22:20:14;30.49;32.47;0;0.86;0.07;9.74
;;;;;;;;
20;10/04/2023;22:20:16;30.51;0.00;0;0.58;0.06;9.76
;;;;;;;;
21;10/04/2023;22:20:18;30.54;0.00;0;0.92;0.06;9.72
;;;;;;;;
22;10/04/2023;22:20:20;30.57;0.00;0;0.74;0.07;9.71
;;;;;;;;
23;10/04/2023;22:20:22;30.58;10.68;0;0.74;0.06;9.69
;;;;;;;;
24;10/04/2023;22:20:24;30.60;40.22;97;0.79;0.06;9.72
;;;;;;;;
25;10/04/2023;22:20:26;30.62;33.55;97;0.65;0.07;9.71
;;;;;;;;
26;10/04/2023;22:20:28;30.63;70.05;96;0.88;0.06;9.72
;;;;;;;;
27;10/04/2023;22:20:30;30.67;40.02;0;0.78;0.06;9.66
;;;;;;;;
28;10/04/2023;22:20:32;30.67;33.94;0;0.79;0.07;9.71
;;;;;;;;
29;10/04/2023;22:20:34;30.69;40.31;97;0.92;0.07;9.72
;;;;;;;;
30;10/04/2023;22:20:36;30.70;0.00;0;0.81;0.07;9.73
;;;;;;;;
31;10/04/2023;22:20:38;30.74;57.29;0;0.81;0.06;9.68
;;;;;;;;
32;10/04/2023;22:20:40;30.75;68.35;97;0.53;0.07;9.70
;;;;;;;;
33;10/04/2023;22:20:42;30.74;35.47;0;0.81;0.06;9.69
;;;;;;;;
34;10/04/2023;22:20:44;30.77;39.50;0;0.75;0.07;9.71
;;;;;;;;
35;10/04/2023;22:20:46;30.79;0.00;0;0.84;0.06;9.70
;;;;;;;;
36;10/04/2023;22:20:49;30.79;0.00;0;0.84;0.06;9.71
;;;;;;;;
37;10/04/2023;22:20:51;30.80;0.00;0;0.76;0.07;9.72
;;;;;;;;
38;10/04/2023;22:20:53;30.82;12.32;0;0.69;0.06;9.70
;;;;;;;;
39;10/04/2023;22:20:55;30.83;28.20;0;0.82;0.06;9.73
;;;;;;;;
40;10/04/2023;22:20:57;30.84;0.00;0;0.71;0.07;9.70
;;;;;;;;
41;10/04/2023;22:20:59;30.86;0.00;0;0.77;0.06;9.70
;;;;;;;;
42;10/04/2023;22:21:01;30.87;16.73;0;0.92;0.07;9.72
;;;;;;;;
43;10/04/2023;22:21:03;30.87;0.00;0;0.94;0.07;9.73
;;;;;;;;
44;10/04/2023;22:21:05;30.89;24.18;0;0.97;0.07;9.72
;;;;;;;;
45;10/04/2023;22:21:07;30.89;0.00;0;1.01;0.06;9.71
;;;;;;;;
46;10/04/2023;22:21:09;30.91;32.67;0;1.13;0.06;9.72
;;;;;;;;
47;10/04/2023;22:21:11;30.92;35.31;0;0.89;0.07;9.72
;;;;;;;;
48;10/04/2023;22:21:13;30.92;39.11;0;1.03;0.06;9.67
;;;;;;;;
49;10/04/2023;22:21:15;30.95;42.22;97;0.99;0.07;9.69
;;;;;;;;
50;10/04/2023;22:21:17;30.94;66.12;97;1.18;0.06;9.71
;;;;;;;;
51;10/04/2023;22:21:19;30.95;0.00;0;1.08;0.07;9.72
;;;;;;;;
52;10/04/2023;22:21:21;30.97;25.94;0;0.99;0.07;9.72
;;;;;;;;
53;10/04/2023;22:21:23;31.00;45.94;97;0.88;0.07;9.70
;;;;;;;;
54;10/04/2023;22:21:25;30.97;60.60;97;0.86;0.06;9.71
;;;;;;;;
55;10/04/2023;22:21:27;30.97;53.03;96;1.14;0.07;9.70
;;;;;;;;
56;10/04/2023;22:21:29;30.99;57.07;96;1.07;0.06;9.67
;;;;;;;;
57;10/04/2023;22:21:31;30.98;37.82;0;0.85;0.06;9.69
;;;;;;;;
58;10/04/2023;22:21:33;31.02;53.46;0;1.08;0.06;9.70
;;;;;;;;
59;10/04/2023;22:21:35;31.02;40.97;0;1.06;0.07;9.69
;;;;;;;;
60;10/04/2023;22:21:37;31.04;0.00;0;1.08;0.07;9.72
;;;;;;;;
61;10/04/2023;22:21:39;31.05;0.00;0;1.22;0.07;9.69
;;;;;;;;
62;10/04/2023;22:21:41;31.04;0.00;0;0.94;0.06;9.67
;;;;;;;;
63;10/04/2023;22:21:43;31.06;25.17;0;0.94;0.07;9.70
;;;;;;;;
64;10/04/2023;22:21:45;31.07;0.00;0;0.99;0.06;9.67
;;;;;;;;
65;10/04/2023;22:21:47;31.09;0.00;0;1.12;0.07;9.71
;;;;;;;;
66;10/04/2023;22:21:49;31.08;16.16;0;1.07;0.06;9.68
;;;;;;;;
67;10/04/2023;22:21:51;31.09;23.43;0;0.90;0.07;9.72
;;;;;;;;
68;10/04/2023;22:21:53;31.09;30.17;96;1.23;0.06;9.74
;;;;;;;;
69;10/04/2023;22:21:55;31.09;73.17;97;1.25;0.06;9.73
;;;;;;;;
70;10/04/2023;22:21:57;31.11;0.00;0;1.18;0.06;9.70
;;;;;;;;
71;10/04/2023;22:21:59;31.12;37.68;0;0.86;0.07;9.74
;;;;;;;;
72;10/04/2023;22:22:01;31.11;29.41;0;0.88;0.06;9.70
;;;;;;;;
73;10/04/2023;22:22:03;31.14;0.00;0;0.78;0.06;9.73
;;;;;;;;
74;10/04/2023;22:22:05;31.12;54.75;0;1.01;0.07;9.66
;;;;;;;;
75;10/04/2023;22:22:07;31.13;51.01;95;1.11;0.06;9.71
;;;;;;;;
76;10/04/2023;22:22:09;31.16;46.81;95;0.90;0.07;9.71
;;;;;;;;
77;10/04/2023;22:22:11;31.16;33.80;0;0.90;0.07;9.67
;;;;;;;;
78;10/04/2023;22:22:13;31.17;64.56;96;0.83;0.06;9.70
;;;;;;;;
79;10/04/2023;22:22:15;31.16;36.23;0;0.87;0.07;9.71
;;;;;;;;
80;10/04/2023;22:22:17;31.18;55.22;0;0.98;0.07;9.72
;;;;;;;;
81;10/04/2023;22:22:19;31.17;32.36;0;0.97;0.06;9.71
;;;;;;;;
82;10/04/2023;22:22:21;31.18;79.25;97;1.13;0.07;9.68
;;;;;;;;
83;10/04/2023;22:22:23;31.19;38.36;97;0.90;0.06;9.66
;;;;;;;;
84;10/04/2023;22:22:25;31.18;49.03;97;0.99;0.07;9.72
;;;;;;;;
85;10/04/2023;22:22:27;31.20;37.92;97;0.97;0.06;9.67
;;;;;;;;
86;10/04/2023;22:22:29;31.19;57.12;0;0.94;0.06;9.67
;;;;;;;;
87;10/04/2023;22:22:31;31.20;62.84;96;1.00;0.06;9.72
;;;;;;;;
88;10/04/2023;22:22:33;31.21;53.75;96;0.91;0.06;9.67
;;;;;;;;
89;10/04/2023;22:22:35;31.21;79.31;96;0.98;0.06;9.74
;;;;;;;;
90;10/04/2023;22:22:37;31.22;65.30;97;1.41;0.06;9.68
;;;;;;;;
91;10/04/2023;22:22:39;31.22;36.70;97;0.93;0.06;9.69
;;;;;;;;
92;10/04/2023;22:22:41;31.23;0.00;0;0.87;0.06;9.71
;;;;;;;;
93;10/04/2023;22:22:43;31.24;20.45;0;0.96;0.07;9.69
;;;;;;;;
94;10/04/2023;22:22:45;31.26;37.96;0;0.95;0.06;9.74
;;;;;;;;
95;10/04/2023;22:22:47;31.25;32.47;97;1.23;0.07;9.71
;;;;;;;;
96;10/04/2023;22:22:49;31.26;32.25;97;0.99;0.06;9.69
;;;;;;;;
97;10/04/2023;22:22:51;31.27;52.93;96;0.92;0.07;9.70
;;;;;;;;
98;10/04/2023;22:22:53;31.27;0.00;0;1.13;0.07;9.70
;;;;;;;;
99;10/04/2023;22:22:55;31.25;0.00;0;1.16;0.07;9.68
;;;;;;;;
100;10/04/2023;22:22:57;31.28;0.00;0;1.19;0.06;9.69
;;;;;;;;
101;10/04/2023;22:22:59;31.28;0.00;0;0.99;0.06;9.70
;;;;;;;;
102;10/04/2023;22:23:01;31.28;9.69;0;1.10;0.12;9.68
;;;;;;;;
103;10/04/2023;22:23:03;31.29;32.43;96;1.35;0.07;9.70
;;;;;;;;
104;10/04/2023;22:23:05;31.29;0.00;0;1.14;0.06;9.65
;;;;;;;;
105;10/04/2023;22:23:07;31.32;0.00;0;1.33;0.07;9.70
;;;;;;;;
106;10/04/2023;22:23:09;31.30;0.00;0;1.20;0.06;9.73
;;;;;;;;
107;10/04/2023;22:23:12;31.30;0.00;0;1.22;0.06;9.73
;;;;;;;;
108;10/04/2023;22:23:14;31.32;0.00;0;1.37;0.06;9.69
;;;;;;;;
109;10/04/2023;22:23:16;31.31;0.00;0;1.29;0.07;9.71
;;;;;;;;
110;10/04/2023;22:23:18;31.31;29.02;96;1.41;0.06;9.71
;;;;;;;;
111;10/04/2023;22:23:20;31.34;48.39;96;1.21;0.06;9.70
;;;;;;;;
112;10/04/2023;22:23:22;31.32;52.11;96;1.21;0.06;9.71
;;;;;;;;
113;10/04/2023;22:23:24;31.34;40.77;96;1.28;0.07;9.70
;;;;;;;;
114;10/04/2023;22:23:26;31.34;39.71;0;1.17;0.06;9.74
;;;;;;;;
115;10/04/2023;22:23:28;31.31;48.23;0;1.22;0.07;9.71
;;;;;;;;
116;10/04/2023;22:23:30;31.34;0.00;0;1.25;0.06;9.71
;;;;;;;;
117;10/04/2023;22:23:32;31.34;43.60;0;1.24;0.07;9.69
;;;;;;;;
118;10/04/2023;22:23:34;31.37;39.86;0;1.31;0.06;9.67
;;;;;;;;
119;10/04/2023;22:23:36;31.35;0.00;0;1.20;0.06;9.71
;;;;;;;;
120;10/04/2023;22:23:38;31.37;0.00;0;1.53;0.06;9.69
;;;;;;;;
121;10/04/2023;22:23:40;31.36;32.84;0;1.24;0.07;9.73
;;;;;;;;
122;10/04/2023;22:23:42;31.37;0.00;0;1.04;0.06;9.68
;;;;;;;;
123;10/04/2023;22:23:44;31.37;36.62;0;1.22;0.07;9.71
;;;;;;;;
124;10/04/2023;22:23:46;31.37;49.62;0;1.36;0.06;9.66
;;;;;;;;
125;10/04/2023;22:23:48;31.40;38.21;96;1.38;0.07;9.69
;;;;;;;;
126;10/04/2023;22:23:50;31.40;35.59;96;1.27;0.06;9.71
;;;;;;;;
127;10/04/2023;22:23:52;31.39;0.00;0;1.15;0.07;9.69
;;;;;;;;
128;10/04/2023;22:23:54;31.38;43.42;0;1.44;0.06;9.71
;;;;;;;;
129;10/04/2023;22:23:56;31.40;55.49;97;1.34;0.06;9.72
;;;;;;;;
130;10/04/2023;22:23:58;31.41;56.97;0;1.70;0.06;9.69
;;;;;;;;
131;10/04/2023;22:24:00;31.42;68.16;96;1.44;0.06;9.72
;;;;;;;;
132;10/04/2023;22:24:02;31.42;34.70;96;0.69;0.06;9.69
;;;;;;;;
133;10/04/2023;22:24:04;31.42;51.88;96;0.92;0.06;9.70
;;;;;;;;
134;10/04/2023;22:24:06;31.41;84.10;96;0.89;0.06;9.68
;;;;;;;;
135;10/04/2023;22:24:08;31.43;39.99;96;1.06;0.06;9.72
;;;;;;;;
136;10/04/2023;22:24:10;31.43;60.06;96;0.82;0.07;9.70
;;;;;;;;
137;10/04/2023;22:24:12;31.44;44.92;96;0.87;0.06;9.69
;;;;;;;;
138;10/04/2023;22:24:14;31.42;40.81;96;0.88;0.07;9.70
;;;;;;;;
139;10/04/2023;22:24:16;31.43;29.65;96;0.94;0.07;9.66
;;;;;;;;
140;10/04/2023;22:24:18;31.45;0.00;0;1.01;0.07;9.72
;;;;;;;;
141;10/04/2023;22:24:20;31.44;44.13;0;0.99;0.06;9.68
;;;;;;;;
142;10/04/2023;22:24:22;31.46;36.35;0;0.80;0.06;9.68
;;;;;;;;
143;10/04/2023;22:24:24;31.47;45.92;96;1.05;0.06;9.66
;;;;;;;;
144;10/04/2023;22:24:26;31.45;42.50;96;0.99;0.06;9.69
;;;;;;;;
145;10/04/2023;22:24:28;31.47;36.70;97;0.97;0.06;9.69
;;;;;;;;
146;10/04/2023;22:24:30;31.49;60.18;97;0.98;0.06;9.73
;;;;;;;;
147;10/04/2023;22:24:32;31.46;54.79;96;1.02;0.06;9.70
;;;;;;;;
148;10/04/2023;22:24:34;31.48;57.37;96;1.13;0.07;9.71
;;;;;;;;
149;10/04/2023;22:24:36;31.49;0.00;0;0.99;0.07;9.71
;;;;;;;;
150;10/04/2023;22:24:38;31.45;49.49;0;1.26;0.07;9.70
;;;;;;;;
151;10/04/2023;22:24:40;31.49;0.00;0;1.08;0.07;9.67
;;;;;;;;
152;10/04/2023;22:24:42;31.47;36.93;0;0.73;0.06;9.69
;;;;;;;;
153;10/04/2023;22:24:44;31.49;32.58;96;0.87;0.06;9.67
;;;;;;;;
154;10/04/2023;22:24:46;31.51;77.04;97;0.94;0.07;9.70
;;;;;;;;
155;10/04/2023;22:24:48;31.51;0.00;0;1.04;0.07;9.68
;;;;;;;;
156;10/04/2023;22:24:50;31.51;49.30;0;0.98;0.06;9.69
;;;;;;;;
157;10/04/2023;22:24:52;31.51;0.00;0;0.95;0.06;9.69
;;;;;;;;
158;10/04/2023;22:24:54;31.52;53.21;0;0.82;0.07;9.69
;;;;;;;;
159;10/04/2023;22:24:56;31.53;0.00;0;1.08;0.06;9.68
;;;;;;;;
160;10/04/2023;22:24:58;31.52;62.25;96;1.27;0.07;9.70
;;;;;;;;
161;10/04/2023;22:25:00;31.52;0.00;0;1.05;0.06;9.74
;;;;;;;;
162;10/04/2023;22:25:02;31.52;47.02;0;1.16;0.06;9.70
;;;;;;;;
163;10/04/2023;22:25:04;31.53;41.67;96;1.24;0.06;9.71
;;;;;;;;
164;10/04/2023;22:25:06;31.54;66.10;96;1.10;0.06;9.70
;;;;;;;;
165;10/04/2023;22:25:08;31.54;71.99;96;1.21;0.06;9.70
;;;;;;;;
166;10/04/2023;22:25:10;31.53;57.13;96;1.28;0.07;9.71
;;;;;;;;
167;10/04/2023;22:25:12;31.53;58.21;96;1.09;0.06;9.71
;;;;;;;;
168;10/04/2023;22:25:14;31.53;45.06;96;1.15;0.06;9.67
;;;;;;;;
169;10/04/2023;22:25:16;31.55;54.34;96;1.20;0.06;9.68
;;;;;;;;
170;10/04/2023;22:25:18;31.54;60.83;96;1.36;0.07;9.70
;;;;;;;;
171;10/04/2023;22:25:20;31.56;66.24;96;1.06;0.06;9.74
;;;;;;;;
172;10/04/2023;22:25:22;31.57;54.06;0;1.12;0.06;9.68
;;;;;;;;
173;10/04/2023;22:25:24;31.56;0.00;0;1.17;0.06;9.68
;;;;;;;;
174;10/04/2023;22:25:26;31.57;68.70;97;1.29;0.06;9.69
;;;;;;;;
175;10/04/2023;22:25:28;31.57;64.85;97;1.15;0.06;9.73
;;;;;;;;
176;10/04/2023;22:25:30;31.56;65.88;96;1.04;0.07;9.70
;;;;;;;;
177;10/04/2023;22:25:32;31.57;60.08;96;1.32;0.06;9.67
;;;;;;;;
178;10/04/2023;22:25:35;31.56;45.73;96;1.43;0.06;9.70
;;;;;;;;
179;10/04/2023;22:25:37;31.59;54.24;96;1.32;0.06;9.68
;;;;;;;;
180;10/04/2023;22:25:39;31.56;38.28;96;1.18;0.07;9.69
;;;;;;;;
181;10/04/2023;22:25:41;31.58;32.90;96;1.46;0.06;9.71
;;;;;;;;
182;10/04/2023;22:25:43;31.61;57.93;97;1.00;0.06;9.72
;;;;;;;;
183;10/04/2023;22:25:45;31.59;49.95;96;1.31;0.06;9.66
;;;;;;;;
184;10/04/2023;22:25:47;31.59;95.30;96;1.15;0.06;9.71
;;;;;;;;
185;10/04/2023;22:25:49;31.59;0.00;0;1.00;0.06;9.69
;;;;;;;;
186;10/04/2023;22:25:51;31.61;40.02;0;1.23;0.06;9.71
;;;;;;;;
187;10/04/2023;22:25:53;31.60;0.00;0;1.27;0.07;9.68
;;;;;;;;
188;10/04/2023;22:25:55;31.60;0.00;0;1.32;0.06;9.69
;;;;;;;;
189;10/04/2023;22:25:57;31.59;15.46;0;1.29;0.07;9.66
;;;;;;;;
190;10/04/2023;22:25:59;31.62;40.80;0;1.51;0.06;9.69
;;;;;;;;
191;10/04/2023;22:26:01;31.62;65.22;97;0.97;0.06;9.75
;;;;;;;;
192;10/04/2023;22:26:03;31.62;80.32;0;1.07;0.06;9.72
;;;;;;;;
193;10/04/2023;22:26:05;31.62;0.00;0;0.86;0.06;9.72
;;;;;;;;
194;10/04/2023;22:26:07;31.61;50.49;0;1.09;0.07;9.69
;;;;;;;;
195;10/04/2023;22:26:09;31.64;43.61;96;1.15;0.06;9.65
;;;;;;;;
196;10/04/2023;22:26:11;31.62;39.44;96;1.05;0.07;9.70
;;;;;;;;
197;10/04/2023;22:26:13;31.63;0.00;0;1.18;0.06;9.73
;;;;;;;;
198;10/04/2023;22:26:15;31.63;42.24;0;1.04;0.06;9.69
;;;;;;;;
199;10/04/2023;22:26:17;31.64;59.30;97;1.21;0.06;9.72
;;;;;;;;
200;10/04/2023;22:26:19;31.64;89.38;97;1.20;0.07;9.70
;;;;;;;;
201;10/04/2023;22:26:21;31.65;70.15;97;1.00;0.06;9.69
;;;;;;;;
202;10/04/2023;22:26:23;31.64;69.90;96;1.04;0.07;9.67
;;;;;;;;
203;10/04/2023;22:26:25;31.63;0.00;0;1.03;0.06;9.68
;;;;;;;;
204;10/04/2023;22:26:27;31.64;62.82;0;1.32;0.06;9.71
;;;;;;;;
205;10/04/2023;22:26:29;31.65;0.00;0;1.12;0.06;9.69
;;;;;;;;
206;10/04/2023;22:26:31;31.64;41.36;0;1.11;0.06;9.68
;;;;;;;;
207;10/04/2023;22:26:33;31.64;60.48;96;1.31;0.06;9.71
;;;;;;;;
208;10/04/2023;22:26:35;31.66;41.79;0;1.27;0.06;9.70
;;;;;;;;
209;10/04/2023;22:26:37;31.67;51.17;0;1.40;0.07;9.69
;;;;;;;;
210;10/04/2023;22:26:39;31.66;75.14;96;1.14;0.06;9.69
;;;;;;;;
211;10/04/2023;22:26:41;31.66;75.97;95;0.95;0.06;9.69
;;;;;;;;
212;10/04/2023;22:26:43;31.67;40.18;0;1.24;0.06;9.69
;;;;;;;;
213;10/04/2023;22:26:45;31.69;50.39;0;1.08;0.07;9.70
;;;;;;;;
214;10/04/2023;22:26:47;31.68;59.92;0;1.29;0.07;9.69
;;;;;;;;
215;10/04/2023;22:26:49;31.66;76.85;96;1.20;0.06;9.70
;;;;;;;;
216;10/04/2023;22:26:51;31.67;54.02;96;1.04;0.06;9.64
;;;;;;;;
217;10/04/2023;22:26:53;31.68;0.00;0;1.29;0.07;9.70
;;;;;;;;
218;10/04/2023;22:26:55;31.69;46.93;0;1.25;0.06;9.73
;;;;;;;;
219;10/04/2023;22:26:57;31.67;46.72;96;1.39;0.06;9.69
;;;;;;;;
220;10/04/2023;22:26:59;31.70;60.99;96;1.22;0.06;9.69
;;;;;;;;
221;10/04/2023;22:27:01;31.70;43.61;96;1.36;0.07;9.72
;;;;;;;;
222;10/04/2023;22:27:03;31.69;37.59;96;1.25;0.06;9.67
;;;;;;;;
223;10/04/2023;22:27:05;31.70;35.14;96;1.45;0.06;9.67
;;;;;;;;
224;10/04/2023;22:27:07;31.72;54.69;0;1.51;0.07;9.70
;;;;;;;;
225;10/04/2023;22:27:09;31.72;62.21;96;1.36;0.07;9.67
;;;;;;;;
226;10/04/2023;22:27:11;31.73;78.20;96;1.39;0.06;9.71
;;;;;;;;
227;10/04/2023;22:27:13;31.72;86.10;96;1.31;0.06;9.69
;;;;;;;;
228;10/04/2023;22:27:15;31.73;58.39;96;1.47;0.07;9.70
;;;;;;;;
229;10/04/2023;22:27:17;31.71;43.80;96;1.55;0.06;9.71
;;;;;;;;
230;10/04/2023;22:27:19;31.73;83.26;96;1.33;0.07;9.70
;;;;;;;;
231;10/04/2023;22:27:21;31.72;0.00;0;1.41;0.07;9.67
;;;;;;;;
232;10/04/2023;22:27:23;31.71;28.84;0;1.45;0.06;9.67
;;;;;;;;
233;10/04/2023;22:27:25;31.73;49.58;0;1.34;0.06;9.70
;;;;;;;;
234;10/04/2023;22:27:27;31.73;53.90;0;1.52;0.07;9.72
;;;;;;;;
235;10/04/2023;22:27:29;31.74;42.37;95;1.50;0.06;9.69
;;;;;;;;
236;10/04/2023;22:27:31;31.74;61.25;95;1.44;0.07;9.68
;;;;;;;;
237;10/04/2023;22:27:33;31.74;65.19;95;1.49;0.06;9.68
;;;;;;;;
238;10/04/2023;22:27:35;31.74;36.62;0;1.57;0.07;9.66
;;;;;;;;
239;10/04/2023;22:27:37;31.74;38.52;0;1.60;0.06;9.69
;;;;;;;;
240;10/04/2023;22:27:39;31.76;59.51;96;1.46;0.07;9.70
;;;;;;;;
241;10/04/2023;22:27:41;31.74;43.12;96;1.19;0.07;9.69
;;;;;;;;
242;10/04/2023;22:27:43;31.74;40.96;96;1.61;0.06;9.67
;;;;;;;;
243;10/04/2023;22:27:45;31.76;55.57;96;1.39;0.07;9.66
;;;;;;;;
244;10/04/2023;22:27:47;31.76;38.05;96;1.63;0.06;9.68
;;;;;;;;
245;10/04/2023;22:27:49;31.75;35.67;96;1.33;0.06;9.69
;;;;;;;;
246;10/04/2023;22:27:51;31.76;56.83;96;1.40;0.07;9.67
;;;;;;;;
247;10/04/2023;22:27:53;31.77;73.43;96;1.80;0.06;9.70
;;;;;;;;
248;10/04/2023;22:27:55;31.79;69.45;96;1.44;0.07;9.68
;;;;;;;;
249;10/04/2023;22:27:57;31.77;41.55;96;1.74;0.06;9.70
;;;;;;;;
250;10/04/2023;22:28:00;31.77;83.06;94;1.65;0.07;9.70
;;;;;;;;
251;10/04/2023;22:28:02;31.77;89.17;97;0.71;0.07;9.68
;;;;;;;;
252;10/04/2023;22:28:04;31.76;39.26;0;0.82;0.07;9.69
;;;;;;;;
253;10/04/2023;22:28:06;31.77;44.21;96;0.72;0.06;9.71
;;;;;;;;
254;10/04/2023;22:28:08;31.77;56.05;96;0.80;0.06;9.68
;;;;;;;;
255;10/04/2023;22:28:10;31.77;60.01;96;0.65;0.06;9.68
;;;;;;;;
256;10/04/2023;22:28:12;31.78;62.63;96;0.78;0.07;9.69
;;;;;;;;
257;10/04/2023;22:28:14;31.79;33.30;0;0.70;0.06;9.68
;;;;;;;;
258;10/04/2023;22:28:16;31.79;48.47;0;0.85;0.06;9.72
;;;;;;;;
259;10/04/2023;22:28:18;31.81;54.67;96;1.03;0.06;9.67
;;;;;;;;
260;10/04/2023;22:28:20;31.79;66.59;96;0.93;0.07;9.71
;;;;;;;;
261;10/04/2023;22:28:22;31.80;43.18;96;0.84;0.07;9.67
;;;;;;;;
262;10/04/2023;22:28:24;31.80;35.65;96;0.91;0.06;9.67
;;;;;;;;
263;10/04/2023;22:28:26;31.80;78.80;96;0.77;0.06;9.70
;;;;;;;;
264;10/04/2023;22:28:28;31.81;44.43;96;1.01;0.06;9.68
;;;;;;;;
265;10/04/2023;22:28:30;31.80;42.31;96;0.86;0.06;9.69
;;;;;;;;
266;10/04/2023;22:28:32;31.80;55.79;96;0.81;0.06;9.69
;;;;;;;;
267;10/04/2023;22:28:34;31.83;42.62;96;1.06;0.06;9.70
;;;;;;;;
268;10/04/2023;22:28:36;31.83;0.00;0;1.04;0.06;9.71
;;;;;;;;
269;10/04/2023;22:28:38;31.82;51.48;0;1.27;0.07;9.71
;;;;;;;;
270;10/04/2023;22:28:40;31.84;43.20;0;0.96;0.07;9.69
;;;;;;;;
271;10/04/2023;22:28:42;31.83;36.40;0;0.75;0.06;9.67
;;;;;;;;
272;10/04/2023;22:28:44;31.84;61.66;96;0.74;0.07;9.66
;;;;;;;;
273;10/04/2023;22:28:46;31.84;37.68;0;0.95;0.06;9.65
;;;;;;;;
274;10/04/2023;22:28:48;31.84;47.41;96;1.12;0.06;9.69
;;;;;;;;
275;10/04/2023;22:28:50;31.86;48.36;96;0.75;0.07;9.70
;;;;;;;;
276;10/04/2023;22:28:52;31.83;70.07;96;0.79;0.07;9.71
;;;;;;;;
277;10/04/2023;22:28:54;31.84;43.20;96;0.92;0.06;9.67
;;;;;;;;
278;10/04/2023;22:28:56;31.86;60.96;96;0.87;0.06;9.70
;;;;;;;;
279;10/04/2023;22:28:58;31.86;37.30;95;1.08;0.07;9.70
;;;;;;;;
280;10/04/2023;22:29:00;31.86;33.44;95;1.04;0.06;9.71
;;;;;;;;
281;10/04/2023;22:29:02;31.84;59.87;95;0.85;0.06;9.70
;;;;;;;;
282;10/04/2023;22:29:04;31.85;28.51;0;1.22;0.06;9.71
;;;;;;;;
283;10/04/2023;22:29:06;31.87;70.11;95;1.05;0.06;9.68
;;;;;;;;
284;10/04/2023;22:29:08;31.84;59.57;95;1.23;0.06;9.71
;;;;;;;;
285;10/04/2023;22:29:10;31.86;62.06;96;1.08;0.07;9.70
;;;;;;;;
286;10/04/2023;22:29:12;31.85;42.74;96;1.03;0.07;9.70
;;;;;;;;
287;10/04/2023;22:29:14;31.86;37.05;96;1.25;0.07;9.68
;;;;;;;;
288;10/04/2023;22:29:16;31.85;37.13;0;1.19;0.06;9.70
;;;;;;;;
289;10/04/2023;22:29:18;31.87;40.18;0;1.49;0.07;9.66
;;;;;;;;
290;10/04/2023;22:29:20;31.88;37.95;0;1.21;0.06;9.69
;;;;;;;;
291;10/04/2023;22:29:22;31.85;45.33;0;1.14;0.06;9.69
;;;;;;;;
292;10/04/2023;22:29:24;31.88;37.66;0;1.17;0.06;9.68
;;;;;;;;
293;10/04/2023;22:29:26;31.86;53.94;97;0.99;0.06;9.68
;;;;;;;;
294;10/04/2023;22:29:28;31.89;39.16;97;1.46;0.07;9.67
;;;;;;;;
295;10/04/2023;22:29:30;31.86;42.06;97;1.23;0.07;9.68
;;;;;;;;
296;10/04/2023;22:29:32;31.87;53.26;96;1.32;0.07;9.71
;;;;;;;;
297;10/04/2023;22:29:34;31.89;50.48;96;1.30;0.06;9.68
;;;;;;;;
298;10/04/2023;22:29:36;31.88;47.63;96;1.35;0.06;9.69
;;;;;;;;
299;10/04/2023;22:29:38;31.87;44.55;96;1.41;0.06;9.68
;;;;;;;;
300;10/04/2023;22:29:40;31.88;37.18;96;1.14;0.07;9.67
;;;;;;;;
301;10/04/2023;22:29:42;31.88;0.00;0;1.15;0.06;9.69
;;;;;;;;
302;10/04/2023;22:29:44;31.89;32.45;0;1.25;0.07;9.68
;;;;;;;;
